Node A,Node B,Jaccard Coefficient,ID_A,Ideology_A,Decade_A,In_PIRUS_A,ID_B,Ideology_B,Decade_B,In_PIRUS_B,Connection Type
5838,5843,0.3333333333333333,5838,White Supremacist/Xenophobic,2000s,Yes,5843,White Supremacist/Xenophobic,2000s,No,Internal
3819,3785,1.0,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3819,3853,1.0,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,3853,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3819,4026,0.25,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,4026,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3819,3805,0.25,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,3805,Militia/Sovereign Citizen/Anti-Government,1980s,No,Internal
3819,4025,0.25,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,4025,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3819,3992,0.25,3819,Militia/Sovereign Citizen/Anti-Government,1990s,No,3992,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
5685,8020,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8020,White Supremacist/Xenophobic,1960s,No,Internal
5685,5809,0.25,5685,White Supremacist/Xenophobic,1990s,Yes,5809,White Supremacist/Xenophobic,1960s,Yes,Internal
5685,3391,0.07692307692307693,5685,White Supremacist/Xenophobic,1990s,Yes,3391,White Supremacist/Xenophobic,2000s,Yes,Internal
5685,12079,0.3333333333333333,5685,White Supremacist/Xenophobic,1990s,Yes,12079,White Supremacist/Xenophobic,2000s,No,Internal
5685,5261,0.09090909090909091,5685,White Supremacist/Xenophobic,1990s,Yes,5261,White Supremacist/Xenophobic,2000s,No,Internal
5685,5283,0.25,5685,White Supremacist/Xenophobic,1990s,Yes,5283,White Supremacist/Xenophobic,1960s,No,Internal
5685,5808,0.25,5685,White Supremacist/Xenophobic,1990s,Yes,5808,White Supremacist/Xenophobic,1960s,Yes,Internal
5685,8024,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8024,White Supremacist/Xenophobic,1960s,No,Internal
5685,3446,0.07692307692307693,5685,White Supremacist/Xenophobic,1990s,Yes,3446,White Supremacist/Xenophobic,2000s,Yes,Internal
5685,8022,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8022,White Supremacist/Xenophobic,1960s,No,Internal
5685,5843,0.14285714285714285,5685,White Supremacist/Xenophobic,1990s,Yes,5843,White Supremacist/Xenophobic,2000s,No,Internal
5685,8018,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8018,White Supremacist/Xenophobic,1960s,No,Internal
5685,8023,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8023,White Supremacist/Xenophobic,1960s,No,Internal
5685,8019,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8019,White Supremacist/Xenophobic,1960s,No,Internal
5685,8025,0.1,5685,White Supremacist/Xenophobic,1990s,Yes,8025,White Supremacist/Xenophobic,1960s,No,Internal
4003,5790,0.3333333333333333,4003,White Supremacist/Xenophobic,1990s,Yes,5790,White Supremacist/Xenophobic,2000s,No,Internal
9403,4869,0.5,9403,Black Nationalist/Separatist,1970s,No,4869,Other,1970s,Yes,External
9444,1007,0.25,9444,Jihadist,1990s,No,1007,Jihadist,1990s,No,Internal
5411,5842,0.2857142857142857,5411,White Supremacist/Xenophobic,2000s,Yes,5842,White Supremacist/Xenophobic,2000s,Yes,Internal
5411,5846,0.4444444444444444,5411,White Supremacist/Xenophobic,2000s,Yes,5846,White Supremacist/Xenophobic,2000s,Yes,Internal
5411,5837,0.75,5411,White Supremacist/Xenophobic,2000s,Yes,5837,White Supremacist/Xenophobic,2000s,No,Internal
6721,1060,0.2,6721,Jihadist,2010s,Yes,1060,Jihadist,2000s,No,Internal
6721,1062,0.2,6721,Jihadist,2010s,Yes,1062,Jihadist,2000s,No,Internal
6721,1061,0.2,6721,Jihadist,2010s,Yes,1061,Jihadist,2000s,Yes,Internal
6721,1059,0.2,6721,Jihadist,2010s,Yes,1059,Jihadist,2000s,Yes,Internal
4458,8073,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,8073,White Supremacist/Xenophobic,1970s,No,Internal
4458,8074,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,8074,White Supremacist/Xenophobic,1970s,No,Internal
4458,5819,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,5819,White Supremacist/Xenophobic,1970s,Yes,Internal
4458,5833,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,5833,White Supremacist/Xenophobic,1970s,Yes,Internal
4458,8072,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,8072,White Supremacist/Xenophobic,1970s,No,Internal
4458,8071,0.09090909090909091,4458,White Supremacist/Xenophobic,1980s,Yes,8071,White Supremacist/Xenophobic,1970s,No,Internal
8211,8216,0.16666666666666666,8211,White Supremacist/Xenophobic,1960s,No,8216,Militia/Sovereign Citizen/Anti-Government,1960s,No,External
8211,5786,0.07692307692307693,8211,White Supremacist/Xenophobic,1960s,No,5786,White Supremacist/Xenophobic,1960s,Yes,Internal
8211,5027,0.125,8211,White Supremacist/Xenophobic,1960s,No,5027,White Supremacist/Xenophobic,1960s,Yes,Internal
8211,5820,0.1,8211,White Supremacist/Xenophobic,1960s,No,5820,White Supremacist/Xenophobic,1960s,No,Internal
5003,3750,0.2,5003,Militia/Sovereign Citizen/Anti-Government,1990s,No,3750,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
5003,3896,0.5,5003,Militia/Sovereign Citizen/Anti-Government,1990s,No,3896,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
5003,4026,0.3333333333333333,5003,Militia/Sovereign Citizen/Anti-Government,1990s,No,4026,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
5003,4627,0.047619047619047616,5003,Militia/Sovereign Citizen/Anti-Government,1990s,No,4627,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,Internal
5003,4025,0.3333333333333333,5003,Militia/Sovereign Citizen/Anti-Government,1990s,No,4025,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
7210,3847,0.09090909090909091,7210,Militia/Sovereign Citizen/Anti-Government,1990s,No,3847,Anti-Abortion,1990s,Yes,External
7210,3668,0.16666666666666666,7210,Militia/Sovereign Citizen/Anti-Government,1990s,No,3668,Militia/Sovereign Citizen/Anti-Government,2000s,Yes,Internal
5741,4766,0.2,5741,Other,1980s,Yes,4766,Other,1980s,Yes,Internal
12062,6699,0.25,12062,White Supremacist/Xenophobic,2010s,No,6699,White Supremacist/Xenophobic,2010s,Yes,Internal
12062,8793,0.25,12062,White Supremacist/Xenophobic,2010s,No,8793,White Supremacist/Xenophobic,2010s,No,Internal
12062,6229,0.3333333333333333,12062,White Supremacist/Xenophobic,2010s,No,6229,White Supremacist/Xenophobic,2000s,Yes,Internal
9957,10170,0.16666666666666666,9957,Conspiracy Theory,2020s,Yes,10170,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,External
5087,5088,0.25,5087,White Supremacist/Xenophobic,1980s,Yes,5088,White Supremacist/Xenophobic,1980s,Yes,Internal
4608,4679,0.14285714285714285,4608,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,4679,White Supremacist/Xenophobic,2000s,Yes,External
4608,6340,0.14285714285714285,4608,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,6340,White Supremacist/Xenophobic,2010s,Yes,External
4608,8110,0.4444444444444444,4608,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,8110,Militia/Sovereign Citizen/Anti-Government,1960s,No,Internal
10645,10812,1.0,10645,Militia/Sovereign Citizen/Anti-Government,2010s,No,10812,Militia/Sovereign Citizen/Anti-Government,2010s,No,Internal
12101,7411,0.4166666666666667,12101,Environmental/Animal Rights,2020s,Yes,7411,Environmental/Animal Rights,2010s,No,Internal
12101,12111,0.5263157894736842,12101,Environmental/Animal Rights,2020s,Yes,,,,,External
12101,12014,0.55,12101,Environmental/Animal Rights,2020s,Yes,12014,Environmental/Animal Rights,2020s,Yes,Internal
12101,12110,0.5263157894736842,12101,Environmental/Animal Rights,2020s,Yes,,,,,External
9999,10050,0.1111111111111111,9999,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10050,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
9999,10102,0.14285714285714285,9999,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10102,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
9999,10083,0.1,9999,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10083,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
9999,10410,0.14285714285714285,9999,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10410,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10206,0.19047619047619047,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10206,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10250,0.23529411764705882,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10250,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10399,0.2222222222222222,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10399,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10397,0.21052631578947367,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10397,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10604,0.42857142857142855,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10604,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10398,0.2222222222222222,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10398,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10393,0.19047619047619047,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10393,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10719,0.15789473684210525,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10719,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10403,0.29411764705882354,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10403,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10500,0.4,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10500,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10392,0.2,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10392,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10546,0.2222222222222222,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10546,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10391,10401,0.2222222222222222,10391,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10401,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
5669,5644,0.1,5669,Black Nationalist/Separatist,1970s,No,5644,Black Nationalist/Separatist,1970s,No,Internal
5669,2054,0.21428571428571427,5669,Black Nationalist/Separatist,1970s,No,2054,Black Nationalist/Separatist,1970s,No,Internal
5669,4800,0.07692307692307693,5669,Black Nationalist/Separatist,1970s,No,4800,Other,1970s,Yes,External
5669,2064,0.21428571428571427,5669,Black Nationalist/Separatist,1970s,No,2064,Black Nationalist/Separatist,1970s,No,Internal
5669,5641,0.16666666666666666,5669,Black Nationalist/Separatist,1970s,No,5641,Black Nationalist/Separatist,1970s,Yes,Internal
5669,5621,0.21428571428571427,5669,Black Nationalist/Separatist,1970s,No,5621,Black Nationalist/Separatist,1970s,Yes,Internal
5835,5036,0.17647058823529413,5835,White Supremacist/Xenophobic,1960s,Yes,5036,White Supremacist/Xenophobic,1960s,Yes,Internal
5835,5038,0.05263157894736842,5835,White Supremacist/Xenophobic,1960s,Yes,5038,White Supremacist/Xenophobic,1960s,Yes,Internal
5835,5791,0.05555555555555555,5835,White Supremacist/Xenophobic,1960s,Yes,5791,White Supremacist/Xenophobic,1960s,No,Internal
5835,4445,0.04,5835,White Supremacist/Xenophobic,1960s,Yes,4445,White Supremacist/Xenophobic,1980s,Yes,Internal
10474,10051,0.2,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10051,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,10050,0.14285714285714285,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10050,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,9998,0.09090909090909091,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,9998,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,9909,0.125,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,9909,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,10387,0.125,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10387,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,3580,0.125,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,3580,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,1045,0.125,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,1045,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,8658,0.125,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,8658,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
10474,10410,0.2,10474,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,10410,Militia/Sovereign Citizen/Anti-Government,2020s,Yes,Internal
9902,7098,0.16666666666666666,9902,White Supremacist/Xenophobic,2020s,Yes,7098,White Supremacist/Xenophobic,2010s,Yes,Internal
9902,2826,0.3333333333333333,9902,White Supremacist/Xenophobic,2020s,Yes,2826,White Supremacist/Xenophobic,2010s,Yes,Internal
9902,10893,0.3333333333333333,9902,White Supremacist/Xenophobic,2020s,Yes,10893,White Supremacist/Xenophobic,2020s,Yes,Internal
9902,6785,0.16666666666666666,9902,White Supremacist/Xenophobic,2020s,Yes,6785,White Supremacist/Xenophobic,2020s,Yes,Internal
8257,6466,0.06666666666666667,8257,Environmental/Animal Rights,2010s,No,6466,Environmental/Animal Rights,2010s,Yes,Internal
8257,6467,0.09523809523809523,8257,Environmental/Animal Rights,2010s,No,6467,Environmental/Animal Rights,2000s,Yes,Internal
8257,6468,0.06666666666666667,8257,Environmental/Animal Rights,2010s,No,6468,Environmental/Animal Rights,2010s,Yes,Internal
1125,6336,0.08333333333333333,1125,Jihadist,2000s,Yes,6336,Jihadist,2010s,Yes,Internal
1125,1115,0.045454545454545456,1125,Jihadist,2000s,Yes,1115,Jihadist,2010s,Yes,Internal
1125,9406,0.1111111111111111,1125,Jihadist,2000s,Yes,9406,Jihadist,2010s,Yes,Internal
1125,6074,0.041666666666666664,1125,Jihadist,2000s,Yes,6074,Jihadist,2010s,Yes,Internal
1125,6115,0.3125,1125,Jihadist,2000s,Yes,6115,Jihadist,2000s,Yes,Internal
1125,1112,0.1111111111111111,1125,Jihadist,2000s,Yes,1112,Jihadist,2000s,Yes,Internal
1125,1116,0.05555555555555555,1125,Jihadist,2000s,Yes,1116,Jihadist,2000s,Yes,Internal
1125,6184,0.07142857142857142,1125,Jihadist,2000s,Yes,6184,Jihadist,2010s,Yes,Internal
1125,1131,0.07692307692307693,1125,Jihadist,2000s,Yes,1131,Jihadist,2000s,Yes,Internal
1125,6128,0.09090909090909091,1125,Jihadist,2000s,Yes,6128,Jihadist,2000s,Yes,Internal
1125,6180,0.09090909090909091,1125,Jihadist,2000s,Yes,6180,Jihadist,2010s,Yes,Internal
1125,1114,0.058823529411764705,1125,Jihadist,2000s,Yes,1114,Jihadist,2000s,Yes,Internal
1125,1117,0.058823529411764705,1125,Jihadist,2000s,Yes,1117,Jihadist,2000s,Yes,Internal
1125,2237,0.058823529411764705,1125,Jihadist,2000s,Yes,2237,Jihadist,2000s,Yes,Internal
1125,6121,0.07692307692307693,1125,Jihadist,2000s,Yes,6121,Jihadist,2000s,Yes,Internal
1125,1118,0.05263157894736842,1125,Jihadist,2000s,Yes,1118,Jihadist,2000s,Yes,Internal
1125,6146,0.1,1125,Jihadist,2000s,Yes,6146,Jihadist,2010s,Yes,Internal
1125,6159,0.07692307692307693,1125,Jihadist,2000s,Yes,6159,Jihadist,2010s,Yes,Internal
1125,2067,0.2727272727272727,1125,Jihadist,2000s,Yes,2067,Jihadist,2010s,Yes,Internal
1125,2233,0.0625,1125,Jihadist,2000s,Yes,2233,Jihadist,2000s,Yes,Internal
1125,1135,0.09090909090909091,1125,Jihadist,2000s,Yes,1135,Jihadist,2010s,Yes,Internal
3506,3491,0.16666666666666666,3506,Militia/Sovereign Citizen/Anti-Government,1990s,Yes,3491,White Supremacist/Xenophobic,1990s,Yes,External
6183,6430,0.3333333333333333,6183,Jihadist,2010s,Yes,6430,Jihadist,2010s,Yes,Internal
6183,1121,0.05,6183,Jihadist,2010s,Yes,1121,Jihadist,2000s,Yes,Internal
6183,6929,1.0,6183,Jihadist,2010s,Yes,6929,Jihadist,2010s,No,Internal
4643,1005,0.5882352941176471,4643,Jihadist,1990s,No,1005,Jihadist,1990s,Yes,Internal
4643,5187,0.625,4643,Jihadist,1990s,No,5187,Jihadist,1990s,Yes,Internal
4643,4647,0.625,4643,Jihadist,1990s,No,4647,Jihadist,1990s,No,Internal
1013,1010,0.07142857142857142,1013,Jihadist,2000s,Yes,1010,Jihadist,2000s,Yes,Internal
3134,3340,0.25,3134,Anti-Abortion,1980s,Yes,3340,Anti-Abortion,2000s,Yes,Internal
3134,7913,0.25,3134,Anti-Abortion,1980s,Yes,7913,Anti-Abortion,1970s,No,Internal
3134,3178,0.25,3134,Anti-Abortion,1980s,Yes,3178,Anti-Abortion,2000s,Yes,Internal
3134,3815,0.1111111111111111,3134,Anti-Abortion,1980s,Yes,3815,Anti-Abortion,1980s,No,Internal
3134,4040,0.16666666666666666,3134,Anti-Abortion,1980s,Yes,4040,Anti-Abortion,2000s,Yes,Internal
3134,5472,0.16666666666666666,3134,Anti-Abortion,1980s,Yes,5472,Anti-Abortion,2000s,Yes,Internal
3134,5473,0.16666666666666666,3134,Anti-Abortion,1980s,Yes,5473,Anti-Abortion,1990s,Yes,Internal
6095,7082,0.11764705882352941,6095,Jihadist,2010s,Yes,7082,Jihadist,2010s,No,Internal
6095,6336,0.21428571428571427,6095,Jihadist,2010s,Yes,6336,Jihadist,2010s,Yes,Internal
6095,1115,0.038461538461538464,6095,Jihadist,2010s,Yes,1115,Jihadist,2010s,Yes,Internal
6095,9406,0.14285714285714285,6095,Jihadist,2010s,Yes,9406,Jihadist,2010s,Yes,Internal
6095,6137,0.14285714285714285,6095,Jihadist,2010s,Yes,6137,Jihadist,2010s,Yes,Internal
6095,6093,0.13333333333333333,6095,Jihadist,2010s,Yes,6093,Jihadist,2010s,Yes,Internal
6095,7108,0.1111111111111111,6095,Jihadist,2010s,Yes,7108,Jihadist,2010s,No,Internal
6095,1121,0.03225806451612903,6095,Jihadist,2010s,Yes,1121,Jihadist,2000s,Yes,Internal
6095,6365,0.1111111111111111,6095,Jihadist,2010s,Yes,6365,Jihadist,2010s,No,Internal
6095,CO0007,0.11764705882352941,6095,Jihadist,2010s,Yes,CO0007,Jihadist,2010s,No,Internal
6095,2237,0.047619047619047616,6095,Jihadist,2010s,Yes,2237,Jihadist,2000s,Yes,Internal
11023,5564,0.08333333333333333,11023,Anarchist/Anti-Capitalist,1970s,No,5564,Anarchist/Anti-Capitalist,1970s,Yes,Internal
9201,1103,0.16666666666666666,9201,Jihadist,2000s,No,1103,Jihadist,2000s,Yes,Internal
9201,1102,0.16666666666666666,9201,Jihadist,2000s,No,1102,Jihadist,2000s,No,Internal
9201,1099,0.1,9201,Jihadist,2000s,No,1099,Jihadist,2000s,Yes,Internal
9201,1101,0.2,9201,Jihadist,2000s,No,1101,Jihadist,2000s,Yes,Internal
9201,1104,0.16666666666666666,9201,Jihadist,2000s,No,1104,Jihadist,2000s,Yes,Internal
3290,3315,0.16666666666666666,3290,Anti-Abortion,1990s,Yes,3315,Anti-Abortion,2000s,No,Internal
3290,7911,0.2,3290,Anti-Abortion,1990s,Yes,7911,Anti-Abortion,1990s,No,Internal
3290,3354,0.16666666666666666,3290,Anti-Abortion,1990s,Yes,3354,Anti-Abortion,1990s,Yes,Internal
3290,3355,0.3333333333333333,3290,Anti-Abortion,1990s,Yes,3355,Anti-Abortion,1990s,Yes,Internal
3290,3815,0.14285714285714285,3290,Anti-Abortion,1990s,Yes,3815,Anti-Abortion,1980s,No,Internal
3290,3136,0.16666666666666666,3290,Anti-Abortion,1990s,Yes,3136,Anti-Abortion,1990s,Yes,Internal
3290,7944,0.3333333333333333,3290,Anti-Abortion,1990s,Yes,7944,Anti-Abortion,1980s,No,Internal
3290,3345,0.125,3290,Anti-Abortion,1990s,Yes,3345,Anti-Abortion,1990s,Yes,Internal
3785,3853,1.0,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,3853,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3785,4026,0.25,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,4026,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3785,3805,0.25,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,3805,Militia/Sovereign Citizen/Anti-Government,1980s,No,Internal
3785,4025,0.25,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,4025,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
3785,3992,0.25,3785,Militia/Sovereign Citizen/Anti-Government,1990s,No,3992,Militia/Sovereign Citizen/Anti-Government,1990s,No,Internal
1007,9446,0.25,1007,Jihadist,1990s,No,9446,Jihadist,1990s,No,Internal
1007,1075,0.25,1007,Jihadist,1990s,No,1075,Jihadist,1990s,No,Internal
1007,9440,0.25,1007,Jihadist,1990s,No,9440,Jihadist,1990s,No,Internal
1007,9441,0.25,1007,Jihadist,1990s,No,9441,Jihadist,1990s,No,Internal
1007,9006,0.25,1007,Jihadist,1990s,No,9006,Jihadist,1990s,Yes,Internal
1007,9442,0.25,1007,Jihadist,1990s,No,9442,Jihadist,1990s,No,Internal
1023,1097,0.13333333333333333,1023,Jihadist,2000s,Yes,1097,Jihadist,2000s,Yes,Internal
1023,1144,0.05555555555555555,1023,Jihadist,2000s,Yes,1144,Jihadist,2000s,Yes,Internal
1023,1095,0.07142857142857142,1023,Jihadist,2000s,Yes,1095,Jihadist,2000s,Yes,Internal
2335,2017,0.5,2335,Other,1970s,No,2017,Other,1970s,No,Internal
10992,8136,0.14285714285714285,10992,White Supremacist/Xenophobic,1990s,No,8136,White Supremacist/Xenophobic,1990s,No,Internal
10992,3689,0.125,10992,White Supremacist/Xenophobic,1990s,No,3689,White Supremacist/Xenophobic,1990s,Yes,Internal
10992,8137,0.16666666666666666,10992,White Supremacist/Xenophobic,1990s,No,8137,White Supremacist/Xenophobic,1990s,No,Internal
